"Sample","Abundance","Phenotype"
"T49_2_MSS",3105.357412,"MSS"
"M42_1_PD",6770.684305,"PD"
"M42_2_PD",193.1036229,"PD"
"M43_1_PD",887.2613832,"PD"
"M43_2_PD",355.0211502,"PD"
"M64_1_PD",1454.809717,"PD"
"M64_2_PD",393.8316274,"PD"
"M1_1_MSS",10577981.06,"MSS"
"M1_2_MSS",10707468.3,"MSS"
"M5_1_MSS",2587718.329,"MSS"
"M5_2_MSS",2468096.395,"MSS"
"T49_1_MSS",2212208.12,"MSS"
"T49_2_MSS",1889289.893,"MSS"
"M42_1_PD",1035824.117,"PD"
"M42_2_PD",1001673.889,"PD"
"M43_1_PD",1022025.502,"PD"
"M43_2_PD",973424.8103,"PD"
"M64_1_PD",1614283.583,"PD"
"M64_2_PD",2239916.808,"PD"
"M1_1_MSS",98408.04404,"MSS"
"M1_2_MSS",94954.88402,"MSS"
"M5_1_MSS",70421.13736,"MSS"
"M5_2_MSS",121222.483,"MSS"
"T49_1_MSS",128131.233,"MSS"
"T49_2_MSS",150176.9002,"MSS"
"M42_1_PD",323122.0422,"PD"
"M42_2_PD",303889.8099,"PD"
"M43_1_PD",143490.5625,"PD"
"M43_2_PD",135234.9835,"PD"
"M64_1_PD",220638.7071,"PD"
"M64_2_PD",204409.1097,"PD"
"M1_1_MSS",25112.9602,"MSS"
"M1_2_MSS",22619.48298,"MSS"
"M5_1_MSS",17422.64816,"MSS"
"M5_2_MSS",29509.07337,"MSS"
"T49_1_MSS",36390.08796,"MSS"
"T49_2_MSS",17118.18908,"MSS"
"M42_1_PD",68682.27552,"PD"
"M42_2_PD",55200.67647,"PD"
"M43_1_PD",97113.39891,"PD"
"M43_2_PD",119684.9604,"PD"
"M64_1_PD",31361.03921,"PD"
"M64_2_PD",23444.78947,"PD"
"M1_1_MSS",168935.3604,"MSS"
"M1_2_MSS",205912.157,"MSS"
"M5_1_MSS",105585.7876,"MSS"
"M5_2_MSS",248705.1349,"MSS"
"T49_1_MSS",424116.9472,"MSS"
"T49_2_MSS",258592.5666,"MSS"
"M42_1_PD",547792.2114,"PD"
"M42_2_PD",463353.0584,"PD"
"M43_1_PD",718088.9801,"PD"
"M43_2_PD",580634.7578,"PD"
"M64_1_PD",336874.0361,"PD"
"M64_2_PD",266213.3922,"PD"
"M1_1_MSS",411280.0613,"MSS"
"M1_2_MSS",445741.0136,"MSS"
"M5_1_MSS",340098.4989,"MSS"
"M5_2_MSS",347647.6747,"MSS"
"T49_1_MSS",837562.2393,"MSS"
"T49_2_MSS",613405.9906,"MSS"
"M42_1_PD",1622890.571,"PD"
"M42_2_PD",1421573.701,"PD"
"M43_1_PD",264190.9868,"PD"
"M43_2_PD",258098.8777,"PD"
"M64_1_PD",1318078.856,"PD"
"M64_2_PD",1086416.022,"PD"
"M1_1_MSS",88719.60801,"MSS"
"M1_2_MSS",93335.75534,"MSS"
"M5_1_MSS",42321.0022,"MSS"
"M5_2_MSS",27254.99361,"MSS"
"T49_1_MSS",83772.01387,"MSS"
"T49_2_MSS",60749.71255,"MSS"
"M42_1_PD",48874.4948,"PD"
"M42_2_PD",45887.66597,"PD"
"M43_1_PD",661014.8787,"PD"
"M43_2_PD",558186.3224,"PD"
"M64_1_PD",53938.00593,"PD"
"M64_2_PD",56253.74862,"PD"
"M1_1_MSS",1924.007446,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",680.0841517,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",11438.99871,"PD"
"M43_2_PD",3404.397819,"PD"
"M64_1_PD",2772.968056,"PD"
"M64_2_PD",3097.448308,"PD"
"M1_1_MSS",5764.415694,"MSS"
"M1_2_MSS",8864.792925,"MSS"
"M5_1_MSS",4391.009147,"MSS"
"M5_2_MSS",1501.73217,"MSS"
"T49_1_MSS",5398.739295,"MSS"
"T49_2_MSS",18382.63845,"MSS"
"M42_1_PD",6505.947625,"PD"
"M42_2_PD",15405.93537,"PD"
"M43_1_PD",69226.55266,"PD"
"M43_2_PD",80818.65566,"PD"
"M64_1_PD",7589.449744,"PD"
"M64_2_PD",5809.894044,"PD"
"M1_1_MSS",79508.18534,"MSS"
"M1_2_MSS",86009.4126,"MSS"
"M5_1_MSS",28866.71399,"MSS"
"M5_2_MSS",58414.36026,"MSS"
"T49_1_MSS",64538.29193,"MSS"
"T49_2_MSS",61338.86218,"MSS"
"M42_1_PD",29650.77168,"PD"
"M42_2_PD",36430.15497,"PD"
"M43_1_PD",603048.0816,"PD"
"M43_2_PD",710426.7232,"PD"
"M64_1_PD",71396.06928,"PD"
"M64_2_PD",38882.56893,"PD"
"M1_1_MSS",33235.41774,"MSS"
"M1_2_MSS",30539.80676,"MSS"
"M5_1_MSS",2235.764933,"MSS"
"M5_2_MSS",15354.09415,"MSS"
"T49_1_MSS",26333.23004,"MSS"
"T49_2_MSS",17300.61103,"MSS"
"M42_1_PD",17086.21864,"PD"
"M42_2_PD",18912.18641,"PD"
"M43_1_PD",847195.6433,"PD"
"M43_2_PD",891955.7492,"PD"
"M64_1_PD",39627.17063,"PD"
"M64_2_PD",32106.27043,"PD"
"M1_1_MSS",152884.3863,"MSS"
"M1_2_MSS",129478.4187,"MSS"
"M5_1_MSS",66438.80835,"MSS"
"M5_2_MSS",53443.89718,"MSS"
"T49_1_MSS",85065.14178,"MSS"
"T49_2_MSS",143165.7125,"MSS"
"M42_1_PD",91015.6129,"PD"
"M42_2_PD",76145.53899,"PD"
"M43_1_PD",91124.28107,"PD"
"M43_2_PD",110180.6062,"PD"
"M64_1_PD",63431.45947,"PD"
"M64_2_PD",84256.21339,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",635.339071,"MSS"
"M5_1_MSS",130.3531329,"MSS"
"M5_2_MSS",10.4598866,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",11619.17797,"PD"
"M42_2_PD",13615.05225,"PD"
"M43_1_PD",42114.04086,"PD"
"M43_2_PD",47312.80067,"PD"
"M64_1_PD",15689.6112,"PD"
"M64_2_PD",8161.884125,"PD"
"M1_1_MSS",903.1525189,"MSS"
"M1_2_MSS",819.5557961,"MSS"
"M5_1_MSS",485.4975969,"MSS"
"M5_2_MSS",2619.548601,"MSS"
"T49_1_MSS",2397.649744,"MSS"
"T49_2_MSS",1749.403202,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",1660.154935,"PD"
"M43_1_PD",14166.61243,"PD"
"M43_2_PD",14830.57514,"PD"
"M64_1_PD",2359.873157,"PD"
"M64_2_PD",1293.134366,"PD"
"M1_1_MSS",813.590922,"MSS"
"M1_2_MSS",953.5778031,"MSS"
"M5_1_MSS",4455.253959,"MSS"
"M5_2_MSS",1598.436101,"MSS"
"T49_1_MSS",2950.547598,"MSS"
"T49_2_MSS",27386.79161,"MSS"
"M42_1_PD",25018.26908,"PD"
"M42_2_PD",1099.099964,"PD"
"M43_1_PD",394.4882584,"PD"
"M43_2_PD",686.4114505,"PD"
"M64_1_PD",24311.98454,"PD"
"M64_2_PD",21441.62797,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",3723.151287,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",670.3851443,"PD"
"M43_2_PD",0,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",6123.030792,"MSS"
"M1_2_MSS",2040.869728,"MSS"
"M5_1_MSS",3689.603128,"MSS"
"M5_2_MSS",691.8628344,"MSS"
"T49_1_MSS",1156.647889,"MSS"
"T49_2_MSS",10320.83434,"MSS"
"M42_1_PD",104.0744527,"PD"
"M42_2_PD",10869.344,"PD"
"M43_1_PD",51821.42961,"PD"
"M43_2_PD",50732.61605,"PD"
"M64_1_PD",882.7835788,"PD"
"M64_2_PD",12236.7721,"PD"
"M1_1_MSS",1684.067889,"MSS"
"M1_2_MSS",3.831821746,"MSS"
"M5_1_MSS",3397.869977,"MSS"
"M5_2_MSS",8437.393717,"MSS"
"T49_1_MSS",4746.089595,"MSS"
"T49_2_MSS",7901.898595,"MSS"
"M42_1_PD",16447.2928,"PD"
"M42_2_PD",18348.61251,"PD"
"M43_1_PD",82850.39111,"PD"
"M43_2_PD",92160.48281,"PD"
"M64_1_PD",12270.10488,"PD"
"M64_2_PD",16249.04394,"PD"
"M1_1_MSS",44802.63968,"MSS"
"M1_2_MSS",97298.1044,"MSS"
"M5_1_MSS",210465.9787,"MSS"
"M5_2_MSS",205762.4399,"MSS"
"T49_1_MSS",108646.8749,"MSS"
"T49_2_MSS",139731.5905,"MSS"
"M42_1_PD",296899.3511,"PD"
"M42_2_PD",286418.5171,"PD"
"M43_1_PD",27216.30194,"PD"
"M43_2_PD",34899.19441,"PD"
"M64_1_PD",163252.3066,"PD"
"M64_2_PD",179271.517,"PD"
"M1_1_MSS",58346.19576,"MSS"
"M1_2_MSS",81995.01896,"MSS"
"M5_1_MSS",116327.7075,"MSS"
"M5_2_MSS",125650.128,"MSS"
"T49_1_MSS",113997.6992,"MSS"
"T49_2_MSS",77902.22974,"MSS"
"M42_1_PD",348000.4405,"PD"
"M42_2_PD",432372.4317,"PD"
"M43_1_PD",66267.50995,"PD"
"M43_2_PD",68782.05808,"PD"
"M64_1_PD",196281.9945,"PD"
"M64_2_PD",169380.0639,"PD"
"M1_1_MSS",9477.021131,"MSS"
"M1_2_MSS",10958.48007,"MSS"
"M5_1_MSS",7617.293336,"MSS"
"M5_2_MSS",26633.31316,"MSS"
"T49_1_MSS",8769.839871,"MSS"
"T49_2_MSS",8931.846013,"MSS"
"M42_1_PD",25493.29361,"PD"
"M42_2_PD",2020.248998,"PD"
"M43_1_PD",31798.45104,"PD"
"M43_2_PD",34853.07001,"PD"
"M64_1_PD",33897.06131,"PD"
"M64_2_PD",12387.22715,"PD"
"M1_1_MSS",29102.76889,"MSS"
"M1_2_MSS",23368.97814,"MSS"
"M5_1_MSS",16928.6759,"MSS"
"M5_2_MSS",34266.958,"MSS"
"T49_1_MSS",267333.5876,"MSS"
"T49_2_MSS",185720.9355,"MSS"
"M42_1_PD",95688.07777,"PD"
"M42_2_PD",50293.77239,"PD"
"M43_1_PD",196115.3333,"PD"
"M43_2_PD",176438.9963,"PD"
"M64_1_PD",158191.0256,"PD"
"M64_2_PD",108380.8291,"PD"
"M1_1_MSS",1441189.115,"MSS"
"M1_2_MSS",1518272.354,"MSS"
"M5_1_MSS",1363238.387,"MSS"
"M5_2_MSS",1603560.416,"MSS"
"T49_1_MSS",4118541.838,"MSS"
"T49_2_MSS",3349857.656,"MSS"
"M42_1_PD",1396933.025,"PD"
"M42_2_PD",1352527.385,"PD"
"M43_1_PD",2737761.423,"PD"
"M43_2_PD",2475811.786,"PD"
"M64_1_PD",2455665.809,"PD"
"M64_2_PD",2260970.789,"PD"
"M1_1_MSS",96805.38111,"MSS"
"M1_2_MSS",87597.42627,"MSS"
"M5_1_MSS",144856.5576,"MSS"
"M5_2_MSS",322704.1742,"MSS"
"T49_1_MSS",1039286.148,"MSS"
"T49_2_MSS",1031207.125,"MSS"
"M42_1_PD",227784.164,"PD"
"M42_2_PD",63051.58873,"PD"
"M43_1_PD",379589.4185,"PD"
"M43_2_PD",361493.167,"PD"
"M64_1_PD",317047.3834,"PD"
"M64_2_PD",312382.0544,"PD"
"M1_1_MSS",13426.41229,"MSS"
"M1_2_MSS",13922.65622,"MSS"
"M5_1_MSS",17015.82144,"MSS"
"M5_2_MSS",26725.57299,"MSS"
"T49_1_MSS",308774.2797,"MSS"
"T49_2_MSS",198668.5092,"MSS"
"M42_1_PD",19813.83106,"PD"
"M42_2_PD",19776.44988,"PD"
"M43_1_PD",78269.73883,"PD"
"M43_2_PD",79457.6834,"PD"
"M64_1_PD",50221.02313,"PD"
"M64_2_PD",45339.88323,"PD"
"M1_1_MSS",345586.3981,"MSS"
"M1_2_MSS",355972.1162,"MSS"
"M5_1_MSS",383734.4645,"MSS"
"M5_2_MSS",302933.5525,"MSS"
"T49_1_MSS",381084.0483,"MSS"
"T49_2_MSS",554051.1122,"MSS"
"M42_1_PD",480683.5064,"PD"
"M42_2_PD",521605.2385,"PD"
"M43_1_PD",181126.3776,"PD"
"M43_2_PD",208378.2461,"PD"
"M64_1_PD",371184.9045,"PD"
"M64_2_PD",422310.4584,"PD"
"M1_1_MSS",261524.2642,"MSS"
"M1_2_MSS",225947.7649,"MSS"
"M5_1_MSS",227858.0575,"MSS"
"M5_2_MSS",212901.8971,"MSS"
"T49_1_MSS",968474.7256,"MSS"
"T49_2_MSS",1144296.551,"MSS"
"M42_1_PD",313792.825,"PD"
"M42_2_PD",303795.2067,"PD"
"M43_1_PD",519307.3382,"PD"
"M43_2_PD",425825.5988,"PD"
"M64_1_PD",332168.6892,"PD"
"M64_2_PD",326983.7864,"PD"
"M1_1_MSS",11829.11317,"MSS"
"M1_2_MSS",14447.58975,"MSS"
"M5_1_MSS",21578.21846,"MSS"
"M5_2_MSS",61380.97031,"MSS"
"T49_1_MSS",18231.60292,"MSS"
"T49_2_MSS",156912.9473,"MSS"
"M42_1_PD",21281.91411,"PD"
"M42_2_PD",15200.13662,"PD"
"M43_1_PD",11919.43197,"PD"
"M43_2_PD",10830.52043,"PD"
"M64_1_PD",9216.777597,"PD"
"M64_2_PD",6808.741959,"PD"
"M1_1_MSS",223847.5754,"MSS"
"M1_2_MSS",275392.3284,"MSS"
"M5_1_MSS",368497.4562,"MSS"
"M5_2_MSS",276001.7307,"MSS"
"T49_1_MSS",366657.2416,"MSS"
"T49_2_MSS",311387.5439,"MSS"
"M42_1_PD",636519.6456,"PD"
"M42_2_PD",436274.4226,"PD"
"M43_1_PD",204480.7599,"PD"
"M43_2_PD",188394.6198,"PD"
"M64_1_PD",476640.118,"PD"
"M64_2_PD",408732.9353,"PD"
"M1_1_MSS",17443.0738,"MSS"
"M1_2_MSS",11431.11445,"MSS"
"M5_1_MSS",5074.00663,"MSS"
"M5_2_MSS",18083.66548,"MSS"
"T49_1_MSS",5610.199105,"MSS"
"T49_2_MSS",4528.833235,"MSS"
"M42_1_PD",29782.73679,"PD"
"M42_2_PD",33997.58472,"PD"
"M43_1_PD",48144.32947,"PD"
"M43_2_PD",63266.68994,"PD"
"M64_1_PD",12283.84302,"PD"
"M64_2_PD",8170.846692,"PD"
"M1_1_MSS",40926.68481,"MSS"
"M1_2_MSS",57125.84964,"MSS"
"M5_1_MSS",11245.76424,"MSS"
"M5_2_MSS",12238.76481,"MSS"
"T49_1_MSS",45043.78331,"MSS"
"T49_2_MSS",56302.81851,"MSS"
"M42_1_PD",38628.28653,"PD"
"M42_2_PD",40834.2344,"PD"
"M43_1_PD",15011.5033,"PD"
"M43_2_PD",9634.389946,"PD"
"M64_1_PD",163991.5176,"PD"
"M64_2_PD",118755.0836,"PD"
"M1_1_MSS",53740.99976,"MSS"
"M1_2_MSS",48946.27535,"MSS"
"M5_1_MSS",26743.56144,"MSS"
"M5_2_MSS",15951.32317,"MSS"
"T49_1_MSS",23209.59167,"MSS"
"T49_2_MSS",1184.19444,"MSS"
"M42_1_PD",8772.53687,"PD"
"M42_2_PD",17504.76656,"PD"
"M43_1_PD",39204.2954,"PD"
"M43_2_PD",35480.41502,"PD"
"M64_1_PD",10004.36348,"PD"
"M64_2_PD",13670.17038,"PD"
"M1_1_MSS",198535.6529,"MSS"
"M1_2_MSS",166265.6696,"MSS"
"M5_1_MSS",89836.89666,"MSS"
"M5_2_MSS",162579.7723,"MSS"
"T49_1_MSS",363776.8555,"MSS"
"T49_2_MSS",292884.6353,"MSS"
"M42_1_PD",201216.7757,"PD"
"M42_2_PD",194681.5335,"PD"
"M43_1_PD",217422.0328,"PD"
"M43_2_PD",218875.6532,"PD"
"M64_1_PD",475618.7867,"PD"
"M64_2_PD",387854.9868,"PD"
"M1_1_MSS",1680.108648,"MSS"
"M1_2_MSS",852.5142577,"MSS"
"M5_1_MSS",1027.173824,"MSS"
"M5_2_MSS",2228.49291,"MSS"
"T49_1_MSS",1574.487657,"MSS"
"T49_2_MSS",2997.594371,"MSS"
"M42_1_PD",3912.146579,"PD"
"M42_2_PD",1543.581823,"PD"
"M43_1_PD",26377.6722,"PD"
"M43_2_PD",27407.63609,"PD"
"M64_1_PD",807.9669419,"PD"
"M64_2_PD",1774.25119,"PD"
"M1_1_MSS",1525.019515,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",1186.902692,"MSS"
"M5_2_MSS",9788.087351,"MSS"
"T49_1_MSS",106401.7448,"MSS"
"T49_2_MSS",117413.3917,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",1915.699796,"PD"
"M43_2_PD",795.9920458,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",1468.016127,"MSS"
"M1_2_MSS",299.6441214,"MSS"
"M5_1_MSS",982.2505879,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",24156.67416,"MSS"
"T49_2_MSS",14758.89191,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",27.09941323,"PD"
"M43_1_PD",0,"PD"
"M43_2_PD",1774.319973,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",477467.3258,"MSS"
"M1_2_MSS",443842.4211,"MSS"
"M5_1_MSS",622822.0553,"MSS"
"M5_2_MSS",591214.3423,"MSS"
"T49_1_MSS",532909.9024,"MSS"
"T49_2_MSS",463017.3877,"MSS"
"M42_1_PD",336112.6733,"PD"
"M42_2_PD",349862.6632,"PD"
"M43_1_PD",439473.7356,"PD"
"M43_2_PD",379916.5433,"PD"
"M64_1_PD",145973.5043,"PD"
"M64_2_PD",198995.4984,"PD"
"M1_1_MSS",663155.3766,"MSS"
"M1_2_MSS",576809.6133,"MSS"
"M5_1_MSS",620198.5313,"MSS"
"M5_2_MSS",779864.7335,"MSS"
"T49_1_MSS",1234702.576,"MSS"
"T49_2_MSS",1032800.455,"MSS"
"M42_1_PD",622175.7945,"PD"
"M42_2_PD",475928.9757,"PD"
"M43_1_PD",421917.4016,"PD"
"M43_2_PD",402332.8353,"PD"
"M64_1_PD",1418792.482,"PD"
"M64_2_PD",1445166.447,"PD"
"M1_1_MSS",55270.59143,"MSS"
"M1_2_MSS",24883.5629,"MSS"
"M5_1_MSS",7915.318622,"MSS"
"M5_2_MSS",12607.27117,"MSS"
"T49_1_MSS",76573.55979,"MSS"
"T49_2_MSS",78018.15007,"MSS"
"M42_1_PD",94950.92269,"PD"
"M42_2_PD",60926.7426,"PD"
"M43_1_PD",239917.9891,"PD"
"M43_2_PD",219085.9428,"PD"
"M64_1_PD",103640.5501,"PD"
"M64_2_PD",42252.06199,"PD"
"M1_1_MSS",62965.2298,"MSS"
"M1_2_MSS",81353.40821,"MSS"
"M5_1_MSS",55097.56599,"MSS"
"M5_2_MSS",52335.99658,"MSS"
"T49_1_MSS",260704.2011,"MSS"
"T49_2_MSS",239025.4491,"MSS"
"M42_1_PD",188295.5468,"PD"
"M42_2_PD",174162.0155,"PD"
"M43_1_PD",259679.1737,"PD"
"M43_2_PD",197416.7596,"PD"
"M64_1_PD",201079.9336,"PD"
"M64_2_PD",215522.5396,"PD"
"M1_1_MSS",10346.23085,"MSS"
"M1_2_MSS",17716.68544,"MSS"
"M5_1_MSS",23745.21707,"MSS"
"M5_2_MSS",24975.40166,"MSS"
"T49_1_MSS",62046.19061,"MSS"
"T49_2_MSS",47872.60442,"MSS"
"M42_1_PD",146656.9468,"PD"
"M42_2_PD",121001.5879,"PD"
"M43_1_PD",89607.21484,"PD"
"M43_2_PD",63757.44715,"PD"
"M64_1_PD",101008.9647,"PD"
"M64_2_PD",61616.12884,"PD"
"M1_1_MSS",284279.6623,"MSS"
"M1_2_MSS",327955.4009,"MSS"
"M5_1_MSS",195242.6192,"MSS"
"M5_2_MSS",180987.5631,"MSS"
"T49_1_MSS",881191.313,"MSS"
"T49_2_MSS",991237.1346,"MSS"
"M42_1_PD",885290.2007,"PD"
"M42_2_PD",758850.3405,"PD"
"M43_1_PD",768164.5482,"PD"
"M43_2_PD",865165.7569,"PD"
"M64_1_PD",814870.3707,"PD"
"M64_2_PD",870472.5317,"PD"
"M1_1_MSS",258158.1265,"MSS"
"M1_2_MSS",224007.9911,"MSS"
"M5_1_MSS",220001.2708,"MSS"
"M5_2_MSS",230668.1252,"MSS"
"T49_1_MSS",631319.293,"MSS"
"T49_2_MSS",699737.6687,"MSS"
"M42_1_PD",732294.946,"PD"
"M42_2_PD",773535.4839,"PD"
"M43_1_PD",618689.7283,"PD"
"M43_2_PD",801286.1333,"PD"
"M64_1_PD",846304.9618,"PD"
"M64_2_PD",751429.2509,"PD"
"M1_1_MSS",37835.09337,"MSS"
"M1_2_MSS",30806.7075,"MSS"
"M5_1_MSS",7012.397028,"MSS"
"M5_2_MSS",27135.29662,"MSS"
"T49_1_MSS",48689.27802,"MSS"
"T49_2_MSS",34942.86068,"MSS"
"M42_1_PD",34182.60658,"PD"
"M42_2_PD",17237.79312,"PD"
"M43_1_PD",16292.05257,"PD"
"M43_2_PD",12269.01266,"PD"
"M64_1_PD",29571.28351,"PD"
"M64_2_PD",21142.67344,"PD"
"M1_1_MSS",11312.98993,"MSS"
"M1_2_MSS",2035.591435,"MSS"
"M5_1_MSS",40279.11519,"MSS"
"M5_2_MSS",17190.99216,"MSS"
"T49_1_MSS",19012.75665,"MSS"
"T49_2_MSS",12324.74043,"MSS"
"M42_1_PD",42787.9336,"PD"
"M42_2_PD",11793.08165,"PD"
"M43_1_PD",75721.33879,"PD"
"M43_2_PD",64330.85745,"PD"
"M64_1_PD",34374.40185,"PD"
"M64_2_PD",26430.24638,"PD"
"M1_1_MSS",11924.91893,"MSS"
"M1_2_MSS",15215.25133,"MSS"
"M5_1_MSS",11693.42707,"MSS"
"M5_2_MSS",60318.64986,"MSS"
"T49_1_MSS",23143.36572,"MSS"
"T49_2_MSS",25414.53436,"MSS"
"M42_1_PD",30479.76397,"PD"
"M42_2_PD",32560.89713,"PD"
"M43_1_PD",45084.23221,"PD"
"M43_2_PD",46419.95962,"PD"
"M64_1_PD",46568.56912,"PD"
"M64_2_PD",38877.97036,"PD"
"M1_1_MSS",77957.02871,"MSS"
"M1_2_MSS",62641.03617,"MSS"
"M5_1_MSS",168604.0445,"MSS"
"M5_2_MSS",161278.4767,"MSS"
"T49_1_MSS",55394.48166,"MSS"
"T49_2_MSS",68006.8533,"MSS"
"M42_1_PD",414360.6157,"PD"
"M42_2_PD",373444.2309,"PD"
"M43_1_PD",60127.1022,"PD"
"M43_2_PD",74960.92488,"PD"
"M64_1_PD",294829.0889,"PD"
"M64_2_PD",545284.5851,"PD"
"M1_1_MSS",69690.95578,"MSS"
"M1_2_MSS",45913.0855,"MSS"
"M5_1_MSS",34849.30987,"MSS"
"M5_2_MSS",30250.16116,"MSS"
"T49_1_MSS",12269.03668,"MSS"
"T49_2_MSS",7407.614005,"MSS"
"M42_1_PD",5739.909274,"PD"
"M42_2_PD",5888.244066,"PD"
"M43_1_PD",97351.83747,"PD"
"M43_2_PD",106224.0851,"PD"
"M64_1_PD",21016.01758,"PD"
"M64_2_PD",26385.59794,"PD"
"M1_1_MSS",115525.0012,"MSS"
"M1_2_MSS",95965.68069,"MSS"
"M5_1_MSS",401503.8026,"MSS"
"M5_2_MSS",377064.8127,"MSS"
"T49_1_MSS",253425.1803,"MSS"
"T49_2_MSS",286233.1011,"MSS"
"M42_1_PD",1309868.771,"PD"
"M42_2_PD",740117.9114,"PD"
"M43_1_PD",223813.9234,"PD"
"M43_2_PD",62867.23225,"PD"
"M64_1_PD",706337.9538,"PD"
"M64_2_PD",761568.5125,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",1062.556196,"MSS"
"T49_2_MSS",2652.984137,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",16413.63201,"PD"
"M43_2_PD",18187.659,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",999.1890589,"PD"
"M1_1_MSS",363424.7407,"MSS"
"M1_2_MSS",286217.3562,"MSS"
"M5_1_MSS",365574.4981,"MSS"
"M5_2_MSS",203252.6034,"MSS"
"T49_1_MSS",655689.1691,"MSS"
"T49_2_MSS",745051.1201,"MSS"
"M42_1_PD",298843.7544,"PD"
"M42_2_PD",332465.6863,"PD"
"M43_1_PD",196054.1798,"PD"
"M43_2_PD",164541.7334,"PD"
"M64_1_PD",421589.524,"PD"
"M64_2_PD",609888.3618,"PD"
"M1_1_MSS",186364.5733,"MSS"
"M1_2_MSS",114287.1112,"MSS"
"M5_1_MSS",118040.7898,"MSS"
"M5_2_MSS",150988.9307,"MSS"
"T49_1_MSS",71145.06933,"MSS"
"T49_2_MSS",126241.9305,"MSS"
"M42_1_PD",53642.13211,"PD"
"M42_2_PD",77544.76506,"PD"
"M43_1_PD",89848.61935,"PD"
"M43_2_PD",80998.24982,"PD"
"M64_1_PD",124750.2083,"PD"
"M64_2_PD",118027.4559,"PD"
"M1_1_MSS",108321.7905,"MSS"
"M1_2_MSS",115291.6346,"MSS"
"M5_1_MSS",42503.37446,"MSS"
"M5_2_MSS",56451.48613,"MSS"
"T49_1_MSS",67712.49714,"MSS"
"T49_2_MSS",65292.69127,"MSS"
"M42_1_PD",55484.98066,"PD"
"M42_2_PD",68614.31598,"PD"
"M43_1_PD",20308.06503,"PD"
"M43_2_PD",10053.56539,"PD"
"M64_1_PD",50234.17887,"PD"
"M64_2_PD",35175.2892,"PD"
"M1_1_MSS",18109.93459,"MSS"
"M1_2_MSS",21295.27804,"MSS"
"M5_1_MSS",1329.956753,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",638.8205316,"MSS"
"T49_2_MSS",79.12387588,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",6339.879541,"PD"
"M43_1_PD",669.9173754,"PD"
"M43_2_PD",114.1437571,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",26658.04063,"MSS"
"M1_2_MSS",22872.17736,"MSS"
"M5_1_MSS",29853.21416,"MSS"
"M5_2_MSS",16874.27692,"MSS"
"T49_1_MSS",26714.17306,"MSS"
"T49_2_MSS",13142.51966,"MSS"
"M42_1_PD",20302.67184,"PD"
"M42_2_PD",26147.83527,"PD"
"M43_1_PD",33462.70516,"PD"
"M43_2_PD",21237.08079,"PD"
"M64_1_PD",77719.07407,"PD"
"M64_2_PD",54950.26504,"PD"
"M1_1_MSS",62651.42592,"MSS"
"M1_2_MSS",41607.862,"MSS"
"M5_1_MSS",110435.5149,"MSS"
"M5_2_MSS",106577.1952,"MSS"
"T49_1_MSS",113628.1557,"MSS"
"T49_2_MSS",123078.8229,"MSS"
"M42_1_PD",146407.4019,"PD"
"M42_2_PD",47848.84072,"PD"
"M43_1_PD",31853.87803,"PD"
"M43_2_PD",17225.5777,"PD"
"M64_1_PD",361038.2759,"PD"
"M64_2_PD",343824.8709,"PD"
"M1_1_MSS",150325.3237,"MSS"
"M1_2_MSS",212170.4866,"MSS"
"M5_1_MSS",140248.889,"MSS"
"M5_2_MSS",152705.866,"MSS"
"T49_1_MSS",163928.0732,"MSS"
"T49_2_MSS",124980.4271,"MSS"
"M42_1_PD",132233.6811,"PD"
